post_id,text,comment_time
2756828,"Гордимся, что живём в России.
Боготеем день за днем.",1670246075
2756828,"12 тыс р в 2022 году, из которых 5 тыс только жкх, а и то она еще будет дороже.. плюс налоги  и на что жить?? отказаться от еды, одежды, медицины, не говоря о личных расходах? как  семью содержать але ?????  вот это прорыв бля….",1670246156
2751967,"Конфликт на Украине длится уже 9-ть лет. И о чудо, сейчас повлиял на зарплату по всему миру. А в мире 8 000 000 000 человек, что в 200 раз больше населения той самой Украины в ее лучшие времена существования. Только один вопрос. Такие статейки они на кого рассчитаны?",1669946275
2751967,"И еще чуть-чуть о конфликтах в мире, для тех ""кто в танке"".
В Пакистане и Мьянме госперевороты. На Гаити бунты и угроза американского вторжения. У Венесуэлы конфронтация с Колумбией. В половине Латинской Америки различные партизаны и прочие парамилитарес. 
Саудовская Аравия вторглась и воюет в Йемене. Эфиопия и Эритрея подавляют мятежников в Тиграе. 
У Турции территориальные споры с Грецией – относительно Кипра и не только. Израиль незаконно оккупирует Палестину и Голанские высоты. 
Курды в Турции, Иране, Ираке и Сирии мечтают о собственном государстве, но кто ж им даст? Каталонцы и шотландцы хотят независимости. 
Прибалты (судя признанию «независимости» Тайваня, по новогодним ёлочкам со свастиками и прочим агрессивным действиям) хотят тупо огрести. Существование в виде отдельных государств им очевидно в тягость, они хотят избавиться от этого любой ценой. 
Аргентинцы считают Мальвинские острова своими. Испанцы думают так же про родной Гибралтар. 
Поляки видят сладкие сны о Тешинской области и Сходних Кресах. Немцам снится Данциг и Мемель. 
Армяне и азербайджанцы никак не поделят Карабах. Китай и Индия лениво перебрасываются камнями из-за каких-то древних пограничных споров, Пакистан и Индия и вовсе периодически постреливают из пушек в сторону друг дружки. 
Ну и республиканцы с демократами в США спят и видят, как бы начать весело резать и вешать друг дружку.",1669946641
2751967,Помнодили плюсы на минусы и жти умники получили плюс (рост),1669963628
2749325,"Некоторых россиян хлебом не корми дай пообсуждать, в чём США виноваты. Это какое-то заглядывание в рот",1669838511
2749325,Не может быть такого😂,1669838819
2749325,"[id707113588|Никита], с каких пор ""Макрон и другие европейские лидеры"" стали россиянами? Прочти статью, там вопрос между промышленностью ЕС и США, про нас там и слова нет)))))))))))",1669839493
2749325,"Байден трубку не берет 🤔 зачем поехал, помакронить и так можно было 🙃",1669873484
2749325,"Вот и затянула Европу американская паутина,хрен выберешься..А Путин 🇷🇺не единожды рассказывал европейцам про однополярность",1669874496
2749325,А теперь терпите прихвосни США. Получите по заслугам,1669875558
2749325,"Так их, Байден, дави пособников укрофашизма до талого",1669875806
2749325,"Следующий шаг это обвинить Россию в сговоре с США. Мы специально затеяли СВО вместе с америкосами, чтобы разорить и развалить ЕС.",1669876132
2749325,"Не пострадают , Россия заберёт на свою территорию часть производств.",1669876753
2749325,Да не будет в Европе никакой промшленности,1669876769
2748983,"А может и не решать, что скорее... Двадцать лет уже, как не решали, так и не решают",1669824661
2748983,А в России снизилась уже на 15%,1669824677
2748983,"С 1 декабря подорожает газ и коммуналка, 
Зп не растут",1669827054
2748983,"Мой сын, рядовой российской армии!!! 🙏🙏🙏 Храни его и всех ребят отдающих воинский долг Родине!!! Зарплата рядового в месяц в России 2000 руб.",1669828795
2748983,Инфляция в 10 процэнтов полет нормальный.,1669833932
2748983,В эрефии гораздо больше снизилась.....,1669834642
2748983,"У хохла спрашивать у вас в стране произошёл госпереворот оранжевая революция ,вам стало лучше жить или хуже ?он говорит конечно лучше !раньше говорить на заводе работал на станке ,щас бизнес свой говорит ,работаю сам на себя …!о прикольно , а как у вас бизнес ?спрашивает ..а я публичный дом открыл интим услуги ..а какие у вас есть услуги ? Нууу есть Секс миссионерские есть классические там минет там …ооо интересно ..прикольно .. а всякие там ну экзотика фистинг петтинг трамп он  сада маза есть??Нет нет говорит Хахол,,такие вещи пока  нету . Мы говорит компания пака молодая я один работаю не успеваю🙀🤣🤣🤣",1669834947
2748983,,1669860147
2747386,Поедем в Узбекистан гастарбайтерами на заработки — хлопок убирать.,1669773772
2747386,Прорвемся,1669785560
2746835,Поживем увидим,1669740638
2746835,А Россия где?,1669741162
2742080,"Покупаем ""от безысходности"". VKCO шортим с воодушевлением",1669469648
2742080,Вероятность потери фин ресурсов на мусорном спекулятивном рынке равна 99 % .....как самый экстремальный вариант ..ресурсы можно просто проесть ...тем более что былая благоприятная экономическая реальность вернется в РФ теперь очень не скоро ... может через 30 лет ..а может и через 50....,1669473615
2738357,"Новость для идиотов не понимающих, что с нами даже казахи не хотят работать",1669349839
2738357,А-а-а-а-а!  Да ладно!,1669349859
2738357,"Так, что у нас?  Америке скоро хана?",1669349962
2738357,Российский рынок меняет приоритеты... Неудивительно...,1669351731
2738357,Семь процентов инфляция съела даже в долларах,1669356467
2738357,48 из этих 73 млрд это нефть газ и их продукты .. на остальное приходится менее 25 млрд......по 4 млрд на каждое государство СНГ в среднем ....,1669371824
2737966,"...но этого не будет, потому что Путин загнал страну в угол с войной и санкциями",1669323415
2737012,"Интересно, что наблюдаемая инфляция сильно выше ожидаемой. Это пропаганда так влияет?",1669308263
2737012,"Ооо, население просто забыло о грядущем декабрьском повышении тарифов ЖКХ. 😏
Аккурат подарок к Новому году. 😑",1669308436
2737012,Ниче с лихвой власти компенсируют одижания,1669308533
2737012,Коммерсант сдулся …….,1669314426
2734335,А мы скинемся как обычно на кашу и шапочки для наших мобиков. Даже такая новость вызывает стыд за страну.,1669222079
2734335,А за российские ракеты заплатят россияне...,1669222098
2734335,"Помощь Украине - это не благотворительность. Высокая цена инфляции - это ничто по сравнению с ценой, которую придется заплатить, если Путин не будет остановлен сейчас.",1669222154
2734335,А нас поддержит Эритрея. Стеклянными бусами.,1669222159
2734335,"ровно столько потратил Путин за один для обстрелов энергетической инфраструктуры Украины, что бы запад еще больше поставлял Украине современного вооружения, тоже мне великий геополитик",1669222173
2734335,"Вот так помощь! Молодцы США, с такой поддержкой рашисты точно потерпят поражение",1669222325
2734335,"Интересно, а украм достанется хоть 1 доллар ?🤣",1669222410
2732789,"Хэх, у них свободная ....ничем не ограниченная рыночная экономика .....в которой исправно работают все возможные естественные механизмы само регуляции ...... руками или ногами как Путин ..они никогда ничего не подкручивают , никакие бюджетные правила либо налоговые маневры даже в голову никому не придет вводить ....как только на рынках создастся благоприятная ситуация их экономики сразу востановятся .......",1669199814
2732789,"Потому что мир больше не может, а главное не хочет содержать грабительские режим запада и содержать золотой миллиард, не может один миллиард постоянно грабить 7 миллиардов вечно.",1669207554
2732789,"Украина сама себя обстреливает сейчас, с целью обвинить Россию, сегодня цпо без света, а значит комментариев будет мало 🤣👍",1669207701
2729321,"Зеленский 1 в 1 .
только негр .",1669021585
2729321,Он копал.,1669021623
2729321,тут тожа походу...⛄,1669021877
2729321,Когда-то такое и про плешивого прочитаем,1669021887
2729321,,1669021934
2729321,К успеху шёл. Не фартануло...,1669022793
2729321,"Он печатал деньги , назначал преемников и боролся с врагами , которых сам и придумывал .Его угнетали империалистические хищники - враги всего прогрессивного человечества ,- житья от них - идолов капитализма нет честным людям на планете Земля .)",1669022850
2729321,У нас из моли в диктаторы,1669023253
2725834,🤣🤣🤣🤣😃😃😃😃😃😃😃😃,1668872665
2725834,"Раньше повторяли мантру, что вся Украина замёрзнет, а теперь говорят, что замёрзнет уже вся Европа. Да не дождётесь......🇺🇦🕊🇷🇺",1668872740
2725834,"верим. несмотря на инфляцю 12 проц, а продуктовую все 30 проц, снижение покупательской способности, отсутствие иностранных медикаментов, автомобилей и самолетов. а так все зашибись, прекрасная маркиза, поднимем бокал баярышника на новый год",1668872810
2725834,Всю оставшуюся путиномику сегодня можно описать всего одним мемом .....и поможет нам в этом Д Медведев ...средний расеянин сегодня ........если он не оплачивает никакие счета ....не употребляет в пищу практически никакие продукты питания ..и тем более не помышляет о смене гарбероба или обуви .и откладывании денег на отдых ..то да ... он находится на острове ....причем его статусы работающего или безработного между собой практически ничем не отличаются .. человек который не выпивает и не курит -может вполне обходится без постоянной работы ....или периодических источников дохода ...кому как нравится ..,1668874710
2725834,"Про ""островок ""по моему А. Кудрин говорил, лет 10 назад.",1668877240
2725834,Остров везения,1668878283
2725834,"Россия уже переключилась на другие рынки и промышленность продолжает работать, как и сельское хозяйство. Так что про стабильность - это не пустые слова.",1668878775
2725834,"Единственное, что стабильно в России - это падение уровня жизни населения. Всё!",1668915337
2721360,когда нибудь и в рф будет власть меняться,1668708904
2721360,"Вишняков - пустой, закрытый профиль. И прочие подобные профили....",1668709387
2714814,Москву трепетно охраняют от малейшей соцнапряженности.. Оставшаяся Россия перетопчется - там привыкли жрать навоз и просить добавки,1668506472
2714814,"Европу шантажировать не получилось, поэтому платить будет простой россиянин",1668506692
2714814,"Идите срочно включите телевизор, послушайте про гибнущих от непосильных счетов европейцев.",1668506747
2714814,"Пенсии, пособия и МРОТ выросли в январе на 8.6% и в июне ещё на 10%.  Коммуналка не могла не повыситься.",1668507076
2714814,"Вот она стабильность, цены растут и растут тарифы ЖКХ, а и жизнь всё хуже…",1668507204
2714814,зарплаты бы так росли как тарифы ЖКХ и цены в магазинах,1668508220
2714814,"Правильно пишете, что индексация МОСКОВСКИХ соцвыплат, а большая часть российских пенсионеров никакой индексации не получает, из пенсии на уровне прожиточного минимума.Кто им будет помогать оплачивать уже непомерные расходы бездонной бочки ЖКХ.",1668511885
2711991,Правильно. Продавать дома вместе с жильцами. Давно пора.,1668402666
2710328,"хотели как обычно по пиратствовать и пограбить на Украине, не вышло, нигде уже не выйдет. Так что с британской экономикой, видимо будет всё сложно.",1668293200
2710328,"Подумайте руские люди, что вы наделали. Вы воину начали.  Против близких вам людей. И  вы так глупо показались, потому что неможете победить. Вам должно быть ясно, что воюете не с нацискими группировками и наркоманами, а с народом, с странои, иначе неотступала бы ваша мочная армия.  Так как теперь вам идея  напасть с кинжалами на мирную страну?  И ещё сильную сопотревляться? Так вы же просто страна агрессор. Как Германия в 1940, так вы в 2022.",1668294259
2710328,"Не для того родился в семье какого-то сэришки и учился в будто бы престижном оксфордском универе мамин пирожок хант, чтобы в чем то соображать и не обгадиться. А для того, чтобы свалить всё на выдуманного персонажа из своих детских фантазий. И заплакать.",1668294270
2710328,"Упс, неужели Россия виновата? Неожиданно",1668295746
2710328,,1668296981
2710328,Российская пропаганда подливает масло в огонь,1668301540
2710328,"Какую мы услугу всем этим идиотами оказали! Не надо признавать свои ошибки и говорить правду своему народу. Есть клише , которое пипл хавает. Виноват Путин.",1668318703
2710328,"Ну да, где Британия и где Украина! Не отстегивайте средства на фашистов, вот и будет стабильность.",1668320659
2710328,Британские уши торчат повсюду...,1668323040
2710328,"Сравнил пирожки с белорусским вокзалом))) где Россия, где его инфляция. Меньше санкции вводить, небыло бы ничего вообще",1668326992
2709697,"Если у кого-то в голове туман и он не может работать в новых условиях, имея стратегию развития экономики, значит пусть освободит место тому, у кого нет тумана в голове и есть конкретная программа развития.
А дно, пусть ищут в своём семейном бюджете а не огромной страны.",1668251771
2709697,Уберите путина от власти прекратите вести войны и экономика начнет расти! Все просто.,1668252311
2709697,Новая стабильность - это отрицательный рост! 🤣,1668253209
2709697,Позовите когда пробьёте дно...😂))),1668253224
2709697,"Экономика Росии будет умирать и 2023 и далее годах.По очевидно даже школьнику.По моему ее уже не поднять.Вот Путя откинет копыта,придет на смену умный,который разденет пыниских дружков олигархов до трусов.Далее появяться деньги для экономики Росии ,потом можно что то строить.Все эти Наибулины намного опасней бандеровцев.",1668253966
2709697,Всё х этих набиулиных надо гнать поганой метлой,1668254431
2709697,Правду Набиулина говорить не может ..поэтому остается только намекать ...всю ликвидность из путиномики вытрясли выскребли вымели из всех углов и сложили к ногам АП ... а что делать дальше никто не знает ...причем тот факт что экономика сжимается и скоро погибнет как само воспроизводящаяся система ..никому уже давно не интересно .....из 90 трлн всей денежной массы М2 только четверть плка еще используется в реальном торговом обороте ....завтра он станет еще меньше ...,1668255006
2709697,Все идет по пути развала СССР.  Там тоже ВПК только работало.,1668260075
2709697,"Официальные лица оказались неофициальными глупцами,  умеющими наживаться на своей близости к бюджетной кормушке.",1668263980
2709697,"О какой стабильности может идти речь в условиях войны и внешнеполитического давления? Стабильности в экономике нет, но это не повод паниковать и обрушивать рынки ещё сильнее. Нужно консолидироваться и решать проблемы совместными усилиями",1668265003
2708677,"Увы, но это ненадолго. К новому году будет 65-70 стоить имхо, а дальше еще хуже",1668195311
2708677,Сколько тут диванных экспертов🤣🤣🤣,1668195878
2708677,"Ахах, ну работайте, работайте, «у вас ус отклеился»)) перевод слабо сделать?",1668195988
2708677,"Самое интересное не рубль, а укрепление евро к доллару … причём очень сильное",1668201273
2708677,"Всегда радовали прогнозы курса, которые рисует Коммерсант. Если сдвинуть кривую прогноза на одну точку назад, то совпадение получается практически идеальным. Т.е. рисовальщики сильно не заморачиваются, рисуя в качестве прогнозного значения текущее. Картинка при этом красивая получается, особенно, если выводить её в масштабе лет несколько назад с прогнозом на неделю, а главное, думать вообще не надо.",1668223989
2708677,Ну что коммерсант? Какие теперь прогнозы?,1671736975
2705092,"Нищий народец обнищал в конец.
Санкции раздавили полностью покупательскую способность населения.",1668053349
2705092,"В РФ дефляция уже седьмой месяц продолжается .. 80% населения вообще ни в какой степени не участвуют в экономическом торговом обороте страны ,....а любая изготовленная продукция при попадании на прилавок сразу теряет существенную часть своей стоимости ....при этом государство , ни смотря ни на что , продолжает измерять свои мифологические показатели в экономике которая не существует ....через пол года подобной имитации на прилавках останется только хлеб ...как вариант ЦБ может обнулить эффективную % ставку чтобы только продлить агонию путиномики ...",1668073580
2705092,"Как считали, если отчетные данные фиктивны?",1668098629
2704289,Ну вот не зря же Херсон оставили,1668015011
2704289,...а как же Европа мерзнет..😳,1668015208
2704289,Уроды,1668015225
2704289,"В мире никому не нужен российский газ, вот и решили на терпилах отыграться, тоже мне новость 🤗",1668015234
2704289,"За непроданный Европе газ теперь россияне своим кошельком расплачиваются, получается??",1668015235
2704289,"Зачем?  Вернуть Газпрому дивиденты.
Ради чего до сих пор не налажен учёт в услуг в Газпроме? 
 На каком основании Газпром, паразитируя на трудовом населении, выплатил барыгам дивиденды за 2021 год?
Тариф можно увеличить , НО только засчёт 1) ЗП:
- ФАС РФ, МИНФИНА РФ, ФНС РФ, ЦБ Р;
- всех работающих в Газпроме, приХватывающих в личный карман оплату за услуги, работы.
2) руководящего состава Газпрома, выстроивших фиктивную систему учёта, за подготовку фиктивных данных и многолетнюю фиктивную отчетность.
3) работающих в ЦБ РФ, Минфине РФ, Счетной палате РФ, ИФНС РФ, не обеспечивших формирование достоверных данных отчётности ГАЗПРОМА и уплату должных налогов за много много много лет в госбюджет России.
   Пусть возмещают присвоенное и неоприходованное. ФАС РФ о каком росте тарифов на газ может идти речь, когда в Газпроме творится многолетний бардак и фальсификация результатов деятельности?
ЧИ с 2009 г.",1668015460
2704289,☝есть цели у гераней,1668015470
2704289,твари,1668015833
2704289,Спасибо ФАС,1668015850
2704289,"😂😂😂😂😂Газа полно в России... И как это понять... Славо Богу у меня его нет, есть электричество и дрова на даче)))",1668016076
2702644,"А если не будет, то что? 🤨",1667984106
2702644,"ИудоЦБ РФ еще больше наворачивает на трудонаселение России, работая на барыг не стесняясь? Циничность, безнравственность - черты иудеев? Или иудобарыг?",1667986592
2702644,"ЦБ и процентная ставка являются основным источником инфляции. Процент переносится на все товары. Чем выше процент, тем выше инфляция, а не наоборот.",1668014154
2700832,Она уже длиться пятый год. И еще столько же будет пилиться бюджет! Все нормально.,1667894129
2700832,"Центробанк России вместе со своей главой в очередной раз включил дурочку, ну либо дураками считает всё остальное население России.

Как ещё можно объяснить оправдание повышения ключевой ставки на 0.75 ""высокими инфляционными ожиданиями"". 

Стоит только сравнить ключевые ставки и уровень инфляции в других странах и мы увидим, что наоборот: чем ниже ключевая ставка, тем ниже уровень инфляции.
Вы спросите, почему так? Всё дело в том, что страны различаются по уровню экономического суверенитета или уровню колониальности экономики. США позволяют своим вассалам более высокий уровень суверенитета в экономике и уровень жизни там выше (Развитые экономики в классификации МВФ). Им позволено понижать ключевую ставку и делать дешёвые деньги, так называемая политика количественного смягчения. Те же штаты со времен  пандемии для поддержки экономики напечатали из воздуха около 8трлн. долларов. Зоне евро позволили напечатать порядка 3трлн. 
Остальные колонии, из которых выкачивают товары и ресурсы, делятся по своей колониальности на развивающиеся экономики и страны третьего мира.

Соответственно, поступили указания из метрополии и совет директоров ЦБ его выполнил, как и положено колонии. Но об этом Эльвира Набиулина не расскажет.",1667894251
2700832,"Не один год .... Хорошо сказано , ободряет ....! Особенно поднимает настроение пенсионерам 😄",1667894296
2700832,"Она опять собралась хранить деньги РФ в стране, входящей в НАТО?",1667894365
2700832,"Нацлидер успешно гробит десятки тысяч людей и экономику РФ ради чего???
Сомнительной «защиты» интересов русскоговорящих в Украине?
Так, он бомбит их уже девятый месяц!!",1667894568
2700832,"Теперь когда видите ахреневшие цены -это всего лишь трансформация экономики. Не пугайтесь, надо немножко подождать и заживем😁",1667894971
2700832,А что бы Набиулина сказала Кобе? Ничего..Не успела бы..😏,1667902617
2700832,ЦПОшки на генераторах вышли в сеть ?🙄🤔 Прошу министерство обороны бить по провайдерам укрорейха,1667915783
2700832,Она уже длиться пятый год. И еще столько же будет пилиться бюджет! Все нормально.,1667894129
2700832,"Центробанк России вместе со своей главой в очередной раз включил дурочку, ну либо дураками считает всё остальное население России.

Как ещё можно объяснить оправдание повышения ключевой ставки на 0.75 ""высокими инфляционными ожиданиями"". 

Стоит только сравнить ключевые ставки и уровень инфляции в других странах и мы увидим, что наоборот: чем ниже ключевая ставка, тем ниже уровень инфляции.
Вы спросите, почему так? Всё дело в том, что страны различаются по уровню экономического суверенитета или уровню колониальности экономики. США позволяют своим вассалам более высокий уровень суверенитета в экономике и уровень жизни там выше (Развитые экономики в классификации МВФ). Им позволено понижать ключевую ставку и делать дешёвые деньги, так называемая политика количественного смягчения. Те же штаты со времен  пандемии для поддержки экономики напечатали из воздуха около 8трлн. долларов. Зоне евро позволили напечатать порядка 3трлн. 
Остальные колонии, из которых выкачивают товары и ресурсы, делятся по своей колониальности на развивающиеся экономики и страны третьего мира.

Соответственно, поступили указания из метрополии и совет директоров ЦБ его выполнил, как и положено колонии. Но об этом Эльвира Набиулина не расскажет.",1667894251
2700832,"Не один год .... Хорошо сказано , ободряет ....! Особенно поднимает настроение пенсионерам 😄",1667894296
2700832,"Она опять собралась хранить деньги РФ в стране, входящей в НАТО?",1667894365
2700832,"Нацлидер успешно гробит десятки тысяч людей и экономику РФ ради чего???
Сомнительной «защиты» интересов русскоговорящих в Украине?
Так, он бомбит их уже девятый месяц!!",1667894568
2700832,"Теперь когда видите ахреневшие цены -это всего лишь трансформация экономики. Не пугайтесь, надо немножко подождать и заживем😁",1667894971
2700832,А что бы Набиулина сказала Кобе? Ничего..Не успела бы..😏,1667902617
2700832,ЦПОшки на генераторах вышли в сеть ?🙄🤔 Прошу министерство обороны бить по провайдерам укрорейха,1667915783
2685208,"Потому что это европа только условно. Если и европа то второй сорт, если не третий. Это всегда было известно. По этому их первых под шкурку и завернет.",1667219324
2685208,А в России?,1667219709
2685208,Бывает,1667219989
2685208,Ну и?,1667221885
2685208,"Зато мы живем в самой счастливой стране на свете, а остальные нам завидуют! Главное, чтобы у соседа корова сдохла!",1667222322
2685208,"Для Франции и Испании  вообще ерунда незаметная! А Прибалты больше всех гавкают, вот и нагавкали!",1667228901
2685208,А в Польше совсем нет инфляции что ли? Не все страны показаны!,1667229212
2685208,"Ну вот и они узнали , что такое инфляция по-русски …",1667230942
2686360,"экономика очень не предсказуема ,что-то предсказывать тяжело ,все зависит от обычных людей",1667246757
2685208,"Потому что это европа только условно. Если и европа то второй сорт, если не третий. Это всегда было известно. По этому их первых под шкурку и завернет.",1667219324
2685208,А в России?,1667219709
2685208,Бывает,1667219989
2685208,Ну и?,1667221885
2685208,"Зато мы живем в самой счастливой стране на свете, а остальные нам завидуют! Главное, чтобы у соседа корова сдохла!",1667222322
2685208,"Для Франции и Испании  вообще ерунда незаметная! А Прибалты больше всех гавкают, вот и нагавкали!",1667228901
2685208,А в Польше совсем нет инфляции что ли? Не все страны показаны!,1667229212
2685208,"Ну вот и они узнали , что такое инфляция по-русски …",1667230942
2685208,"Потому что это европа только условно. Если и европа то второй сорт, если не третий. Это всегда было известно. По этому их первых под шкурку и завернет.",1667219324
2685208,А в России?,1667219709
2685208,Бывает,1667219989
2685208,Ну и?,1667221885
2685208,"Зато мы живем в самой счастливой стране на свете, а остальные нам завидуют! Главное, чтобы у соседа корова сдохла!",1667222322
2685208,"Для Франции и Испании  вообще ерунда незаметная! А Прибалты больше всех гавкают, вот и нагавкали!",1667228901
2685208,А в Польше совсем нет инфляции что ли? Не все страны показаны!,1667229212
2685208,"Ну вот и они узнали , что такое инфляция по-русски …",1667230942
2681714,"Представляете Путин вырывает сотни тысяч молодых трудоспособных парней из своих семей, из экономики страны, наша страна успешно стоит на пути саморазрушение",1667054436
2681714,В любой непонятной экономической ситуации следует покупать доллары США ( НАЛИЧНЫЕ) и хранить их в надёжном месте ( не банк).,1667054671
2681714,"То, что эффективные менеддеры за 30 лет капитализма угробили все российское производство, стало ясно давно, осебенно чптко это высветилось с началом СВО. Все от гвоздей до самолетов и запчастям к ним у нас оказалось проблемой. И похорошему за это должен кто-то ответить, но... чубайсам дают благополучно бежать, а мишустины субсидируют фонды, которые якобы способны вытянуть и налодить... Сборщики налогов могут только обдирать свой народ, заботливо избавляя от эдакого бремени инвесторов, олигархов и заокенских хозяев жизни.
Пока самое тревожное, что стали останавливать электростанции (!!!) из-за санкций, при этом цены на газ упали и в Европе его оказалось переизбыток. И это только начало...",1667055203
2681714,"Как обычно, вся незалежная в комментариях",1667060460
2680418,-300 тысяч населения России! не забудем! не простим!,1666986535
2679648,жаль . Надо снижать до 6% ☝️,1666957310
2679648,Пора национализировать Центробанк!,1666957339
2679648,"[id53714521|Ирина], правильно.
надо наш Центробанк отбирать от Американской ФРС",1666957429
2679648,"Она вообще должна быть 1% , но у центробанка кишка тонка.",1666959682
2679648,Всё равно снизят! Надо же хоть как-то показать «эффективность работы правительства».,1666964882
2679648,"Надо снижать, курс не выгодный сейчас для импорта и бизнесу тяжело с такой ставкой",1666968005
2679169,У банков-свои интересы...,1666946505
2679169,"Любая попытка реализации автаркии приводит к результату одному и тому же: дорого, хреново сделано, и к тому же в дефиците.  😏",1666946587
2679169,"Если снижать ключевую ставку, тогда начнётся отток денежных средств с вкладов из банков. Палка о двух концах",1666946669
2679169,"Дерипаска все стремиться опустить и так полудохлую экономику России в пучину гиперинфляции... Ну ну. Когда-то и его назначат руководителем центробанка, вот тогда все попляшут...",1666946730
2679169,"Смело мы в бой пойдём за власть советов , и как один умрем в борьбе за это""(ц)",1666946766
2679169,"Это мы ещё посмотрим ,у кого ,,Фиаско,, будет😁",1666946806
2679169,"Высокая ставка ЦБ РФ действительно мешает развитию национальной промышленности, помогает росту цен и росту инфляции. Поэтому снижение ставки нужно обязательно. 5℅, 4℅ или вообще 1℅ годовых, но меньше чем сейчас. А вот ""количественное смягчение"" вредно. Это тупая инфляция и разрушение рубля.  Зато вот тема использования фондов и резервов на внутренние инвестиции в производство всего необходимого внутри страны, это и есть путь к суверенности",1666946928
